fio,admission_year,study_form,ct_score,certificate_score,total_score,specialty,address,phone
Радим Ааронович Морозов,2023,Бюджет,59,6.9,128.0,Дизайн,"д. Шенкурск, наб. Попова, д. 75 стр. 17, 586147",84758170763
Кулакова Екатерина Робертовна,2025,Бюджет,37,6.2,99.0,Менеджмент,"ст. Сортавала, ш. Горняцкое, д. 77, 055853",8 113 420 49 67
Элеонора Васильевна Павлова,2024,Бюджет,56,7.3,129.0,Дизайн,"с. Ребриха, ш. Никитина, д. 6/7, 128854",+7 790 952 3205
Фомичева Галина Георгиевна,2022,Бюджет,45,7.0,115.0,Психология,"к. Жигулевск, ш. Рылеева, д. 47 к. 6/3, 720310",8 756 101 77 93
Титова Евпраксия Рудольфовна,2021,Бюджет,42,7.6,118.0,Юриспруденция,"п. Великий Устюг, пер. Строителей, д. 8/7 стр. 244, 384642",8 173 515 7250
Романов Евлампий Харламович,2025,Платная,60,7.9,139.0,Дизайн,"ст. Ростов-на-Дону, алл. Коммунистическая, д. 3 к. 9/1, 751224",8 613 743 26 70
Гурьева Ксения Павловна,2023,Платная,71,6.1,132.0,Экономика,"с. Нижневартовск, пр. Клары Цеткин, д. 9/5 стр. 5, 500118",+7 095 115 3127
Дарья Филипповна Родионова,2024,Бюджет,61,8.4,145.0,Экономика,"к. Льгов, ул. Грибоедова, д. 105 стр. 3/4, 993917",+79254926029
Варвара Кирилловна Федотова,2021,Целевая,48,7.2,120.0,Медицина,"ст. Вязьма, пер. Буденного, д. 70 к. 88, 310123",+7 804 298 88 55
Зуева Юлия Тимуровна,2023,Бюджет,50,7.8,128.0,Строительство,"к. Пинега, ш. Ермака, д. 48, 789044",81248921173
Тимофей Егорович Гордеев,2022,Платная,27,7.1,98.0,Экономика,"д. Льгов, бул. Дзержинского, д. 4/6 к. 129, 968920",8 (179) 228-9066
Дроздов Мефодий Феофанович,2022,Бюджет,35,8.4,119.0,Психология,"клх Далматово, пр. Главный, д. 595 к. 570, 623597",+7 174 480 00 75
Оксана Евгеньевна Блохина,2024,Целевая,47,7.4,121.0,Строительство,"клх Норильск, ш. Индустриальное, д. 898, 922266",8 979 311 56 48
Евдоким Игнатович Доронин,2023,Платная,54,5.9,113.0,Журналистика,"ст. Великие Луки, пер. Береговой, д. 7 стр. 1/7, 098615",89928608147
Щукин Корнил Афанасьевич,2024,Целевая,41,8.5,126.0,Экономика,"п. Яшкуль, ул. Сибирская, д. 8 к. 6, 043876",8 (131) 748-88-18
Семенова Алина Кузьминична,2025,Бюджет,83,9.6,179.0,Журналистика,"к. Камышин, бул. Авиационный, д. 3/9, 895830",+7 (974) 092-5596
Мясников Стоян Феоктистович,2024,Бюджет,43,8.3,126.0,Лингвистика,"ст. Курск, алл. Минина, д. 811 к. 54, 851823",8 264 496 11 96
Епифан Димитриевич Исаков,2024,Платная,83,8.4,167.0,Менеджмент,"д. Петухово, пер. 9 мая, д. 5/6 стр. 1, 139684",+7 (132) 372-7636
Муравьева Лукия Олеговна,2023,Целевая,55,6.5,120.0,Дизайн,"к. Пенза, бул. Революционный, д. 88 стр. 714, 801350",+7 (432) 988-21-69
Елисеев Ярослав Эдгарович,2024,Целевая,53,7.7,130.0,Менеджмент,"к. Пенза, ш. Ермака, д. 8 к. 987, 486733",8 833 769 65 38
Анжелика Никифоровна Кулакова,2023,Бюджет,63,8.4,147.0,Дизайн,"г. Лабинск, пр. Крылова, д. 32, 796421",+7 276 412 9493
Кузнецова Мария Евгеньевна,2022,Платная,59,7.9,138.0,Информатика и вычислительная техника,"д. Алагир, бул. Медицинский, д. 7/3, 125269",+7 596 957 64 31
Федор Устинович Кулаков,2025,Бюджет,36,7.7,113.0,Менеджмент,"п. Ревда (Сверд.), наб. Мира, д. 38 к. 618, 984705",8 542 133 6181
Марфа Ждановна Кононова,2021,Бюджет,43,8.0,123.0,Психология,"клх Карабулак, пер. Глинки, д. 2/4, 936487",84787216103
Филатов Самсон Иосипович,2025,Целевая,93,6.2,155.0,Лингвистика,"ст. Мончегорск, пер. Бригадный, д. 5/7 стр. 73, 214887",8 (754) 073-5592
Андроник Устинович Петухов,2024,Целевая,53,6.5,118.0,Журналистика,"г. Северобайкальск, ш. Вавилова, д. 49 к. 6, 045287",+7 269 639 1983
Игнатий Игнатьевич Быков,2025,Целевая,45,6.8,113.0,Лингвистика,"п. Невельск, бул. Трактовый, д. 661 к. 4, 974441",8 961 230 4091
Калашников Кондратий Абрамович,2022,Целевая,57,8.9,146.0,Психология,"клх Саянск, пр. Куйбышева, д. 7/5 стр. 5/2, 206282",+7 961 779 4567
Воронов Якуб Иосипович,2021,Платная,32,7.4,106.0,Строительство,"с. Петрозаводск, наб. Чайковского, д. 9 стр. 950, 521218",86760646113
Юлия Леонидовна Крылова,2021,Платная,72,9.6,168.0,Информатика и вычислительная техника,"ст. Москва, ш. Профсоюзное, д. 987 к. 8/4, 684016",+7 996 416 83 49
Панкрат Григорьевич Кузнецов,2022,Платная,47,7.0,117.0,Дизайн,"к. Бомнак, наб. Петровская, д. 3 стр. 2/8, 359268",8 767 121 65 93
Соболев Натан Гордеевич,2024,Платная,49,7.0,119.0,Менеджмент,"г. Шилка, пер. Новгородский, д. 8 к. 177, 011076",+7 (170) 485-62-98
Смирнова Фаина Никифоровна,2023,Целевая,91,7.0,161.0,Строительство,"п. Соловки, ш. Восьмого Марта, д. 333, 223429",+7 (928) 553-77-73
Фомина Валентина Ефимовна,2024,Целевая,67,8.2,149.0,Журналистика,"п. Льгов, алл. Боровая, д. 4/4 стр. 1/3, 220743",8 (157) 444-93-61
Афанасьева Анжелика Ивановна,2024,Целевая,67,9.0,157.0,Психология,"г. Серпухов, алл. Береговая, д. 34, 763104",8 (888) 154-31-16
Карпова Мария Эдуардовна,2025,Целевая,53,5.7,110.0,Информатика и вычислительная техника,"ст. Токма, ш. Авиационное, д. 44 к. 1, 958324",+72417745063
Бурова Зинаида Валериевна,2022,Платная,50,7.4,124.0,Информатика и вычислительная техника,"к. Агата, ш. Ленское, д. 9/1, 057911",+7 (782) 650-06-18
Ангелина Геннадиевна Владимирова,2021,Бюджет,89,7.2,161.0,Дизайн,"с. Черемхово, наб. Красная, д. 875, 049302",8 (940) 708-06-49
Горбунова Регина Петровна,2022,Целевая,53,7.2,125.0,Строительство,"д. Далматово, ул. Красина, д. 4/9, 844844",83202157964
Вячеслав Марсович Евдокимов,2024,Бюджет,44,7.4,118.0,Психология,"с. Кабанск, бул. Озерный, д. 3, 594456",+7 883 534 76 62
Зиновий Гурьевич Лихачев,2022,Платная,49,7.6,125.0,Строительство,"д. Архыз, ул. Журавлева, д. 91, 567816",+73441408607
Тихонова Елизавета Вячеславовна,2025,Целевая,68,7.8,146.0,Менеджмент,"д. Новомичуринск, пер. Кузнечный, д. 962 к. 6/3, 063443",87396545455
Богданова Иванна Григорьевна,2023,Платная,82,6.5,147.0,Экономика,"ст. Городовиковск, алл. К.Маркса, д. 2/6 к. 6, 573091",8 (032) 007-0910
Горшкова Акулина Болеславовна,2023,Целевая,37,7.0,107.0,Экономика,"с. Красноярск, наб. Депутатская, д. 6/1 к. 895, 332360",+7 (450) 886-3838
Моисеев Ерофей Валерьянович,2021,Бюджет,47,9.3,140.0,Информатика и вычислительная техника,"ст. Юрюзань, ш. Привольное, д. 5 к. 648, 585559",+7 (137) 005-33-89
Сократ Чеславович Марков,2022,Бюджет,50,6.2,112.0,Дизайн,"г. Ивдель, бул. Тополиный, д. 5 к. 14, 120285",+70486583034
Симонов Антонин Андреевич,2023,Бюджет,43,6.1,104.0,Медицина,"к. Тотьма, пр. Зеленый, д. 921 стр. 7, 592168",+7 (800) 243-5195
Святополк Викентьевич Кузьмин,2025,Платная,39,8.2,121.0,Менеджмент,"г. Сосьва (Хант.), пр. Шмидта, д. 45 стр. 90, 257914",8 904 789 08 12
Гаврила Марсович Шубин,2025,Бюджет,72,8.9,161.0,Экономика,"ст. Красноуральск, бул. Щербакова, д. 3/8, 825533",8 573 412 48 35
Фомин Герасим Яковлевич,2024,Целевая,78,7.3,151.0,Журналистика,"д. Териберка, пер. Кирова, д. 242 стр. 4/2, 819991",+73620194978
Федотова Маргарита Макаровна,2021,Бюджет,44,7.7,121.0,Лингвистика,"г. Елец, пр. Макаренко, д. 30 к. 130, 532094",8 380 324 72 31
Вероника Даниловна Селезнева,2024,Платная,27,6.0,87.0,Лингвистика,"г. Беломорск, наб. Ростовская, д. 4/4 к. 8/3, 389797",8 (325) 259-7505
Попова Кира Ниловна,2025,Целевая,50,6.5,115.0,Менеджмент,"п. Псков, алл. Первомайская, д. 9, 483476",+7 342 587 75 54
Наумова Лора Александровна,2024,Платная,73,7.6,149.0,Психология,"г. Озеры, алл. Речная, д. 7 к. 7, 637157",+70695568137
